"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Lao PDR","LAO","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","2799999.952","3500000","3700000.048","3500000","6699999.809","8300000.191","10899999.62","10399999.62","10800000.19","12100000.38","10000000","400000","500000","500000","600000","600000","660000","694575","729303.75","765768.9375","804057.384375","830000","4237233","6203732.8353","17774603.43","37576335.07","41774224.63","110297813.09","202988749.141199","170436768.074149","188048239.674418","189212313.584316","189361894.016859","242708578.092802","239879526.990446","296516566.66","232166103.951305","220824485.282103","239756138.019866","",
"Lebanon","LBN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2544451535","4742999661.21","5591436083.33333","4924310615.23333","5202237750","5769240000","7180590000","7558138453.77696","6914055025.09956","6877547081.5","6671241574.6","7566589339.8","7190794584.9","7480817046.6","7605729645.2","7061853364.3","6977962173.6873","7370928673.22806","6593406648.4786","6353522181.32758","6435325856.11818","",
"Liberia","LBR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58446876.1064319","31854955.6480974","78814942.2794417","61977178.0918832","58122231.5760239","25116904.3339374","294231962.16","523002507.43","546822359.375","412747709.29606","512000267.58","654424479.48","580127751.435","403475872.714982","459924732.052864","346244091.574358","335579202.412664","530708600.705179","689738902.998364","",
"Libya","LBY","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9000000","10000000","7000000","8000000","10000000","15000000","16000000","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","688888.9074","6446913.719","12204937.93","17962963.1","20444444.66","15851851.46","15370369.91","16111110.69","17737037.66","2059259.176","15429629.33","21781480.79","21207407.4074074","25170370.3703704","23000000","23566666.6666667","23951851.8518519","23829629.6296296","24133333.3333334","24561711.1111111","25114325.9259259","26316296.2962963","29123282.3895098","30107002.6779753","30969030.7433649","31272406.0712732","30314614.6780201","31300672.4009646","31823127.0200143","32183265.3473663","32624931.0253749","35230047.9782303","40500667.3486007","38390538.5586423","41863011.7808645","42919945.9761155","43217252.5983377","56385185.1916142","63257657.2662581","61989718.7193693","",
"Latin America & Caribbean","LCN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","55500000.475","59073442.94","74480589.865","82723338.609","93472705.6589","210710064.41","443242532.0148","638713057.849","773126670.517","1068296668.418","1927172598.8521","2224161110.353","2074606664.288","2164469995.6864","2420454583.513","2621714025.294","3110714790.3477","3705775940.0565","4115381503.2665","4725743732.26","5735412672.022","6771510484.883","8368428461.088","8782597259.521","11178290893.907","12858018524.8724","12876796766.6537","13732572341.3435","15473799669.894","17350469035.0737","19849705945.3137","24102569447.7855","27742027425.95","36358685168.2041","42630932343.819","49107478761.0687","57984267641.5235","62188495755.3896","63184103038.2698","55545032930.5852","56969148054.7898","60660562214.2868","60961067079.0647","62340545196.3445","65275410491.8703","69510846208.396","74295338969.8344","81970735232.8036","89906690828.229","97265166761.2646","104010359999.231","131508971664.841","145766959159.605","",
"Least developed countries: UN classification","LDC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","17899999.62","22579916","22540000.92","82323534.758","309255813.604239","389016730.3734","551113753.9377","701961140.138","960989902.556455","1492346697.91955","1624978013.11076","1941805812.90596","2274213690.33759","1963150317.51733","1852580064.73756","1958289612.65327","2530055648.24112","2614155376.93428","2799199174.19398","4019188526.82835","3513844989.46062","3973184547.38734","3958326350.31277","4121384245.27125","4495669771.71895","4431435507.6057","4732155472.18902","5307751921.71877","5789744442.78312","6169358823.97092","6646490476.32983","8499480859.59145","9768051284.92742","10956338327.7712","11829411986.2217","13907975957.4773","16620994422.7489","21819794653.2125","22933521693.8429","26362206371.0703","29709394765.6388","34695988878.6929","37496047483.6269","40599299228.8103","42259655022.6385","40896153599.7948","42364982913.4113","50786857097.8793","54507583729.1974","57741515852.8824","59869075685.5022","61576979944.6459","",
"Low income","LIC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","44764400.753","83984680.4146","83101375.4924","241976307.6033","856137444.2439","1260299390.6525","1393907258.6464","1124697891.3621","807957077.0403","935808987.5576","820149895.1791","890252652.1535","808543693.0981","846580235.5053","967235179.8967","1207579986.101","2319680530.9323","1725046307.4221","2063513499.291","1833720635.4017","2015155919.5553","2121435531.52918","2013948805.71602","2122344307.77803","2419608649.25535","2643743562.91491","2663136834.28477","2877207153.79849","3329541990.50295","4321853669.76385","4692348755.99809","4103171261.25299","4493785815.88045","5540698054.15918","7150652724.49876","6726490239.03044","8504315340.16739","7741092932.72027","9618793644.35307","10250007038.1798","11100417893.1351","11545255197.6628","11390518746.364","11706422016.3599","15655936941.6571","15262884856.8652","14739667002.0004","15810798929.186","16855001742.0176","",
"Liechtenstein","LIE","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","8562662.125","12957679.75","18482927.32","39031032.56","60065425.87","151700653.1","229559402.5","289306793.2","294477050.8","300945312.5","291652252.2","325967742.9","350058441.2","357666870.1","358011932.4","400775817.9","442093994.1","547805053.7","632381958","715192443.8","800969017.959","843173016.3939","933731256.2051","1013337090.0168","1064301778.3232","1154285558.8842","1169810000","1296070000","1423470000","1573780000","1975536000","2166770000","2507300000","2924500000","3336700000","4123130000","5153010000","5999552324.37494","6422186627.14356","7036326550.64495","6999731474.7887","7261851525.12139","7190296015.03347","7043039552.3926","6748702044.3482","7140414362.13216","5521864470.5955","3819373806.84978","",
"Lower middle income","LMC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","218260000.229","263159999.849","284159893.99","304819209.1","337194679.5509","1663454553.27164","2778358889.7188","5199344846.13419","7245432259.89568","8772522692.47967","11957628998.0735","11657904826.1313","13611065515.4715","15448063925.5662","14310421542.8547","13438581330.3788","13395007920.0521","15652981704.9981","15045431293.4094","14873181250.2992","16556484744.3013","19346905833.4851","22897397612.8623","23737845808.1012","25486090054.87","27626131583.6784","28710643389.0555","33956999878.7919","31206296551.4165","35162680669.466","39712919948.8109","44714724444.7348","55134769749.7539","67686772143.3957","73150124151.5541","95310071005.7715","113630867559.109","139035041644.243","169607561314.082","167761006316.633","188361291373.07","216533158994.481","237515524916.56","249300394971.525","261691952589.096","259729864851.471","253005736626.555","277548489584.09","302362807665.76","318798599684.946","321520836106.15","354675065420.245","386712788124.456","",
"Low & middle income","LMY","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","284759994.509","315897541.1746","348440035.399","376562895.062","1901760340.2929","3302245707.89824","4318014568.9772","7013375127.66849","9852145598.84527","12854558994.8986","17697160157.0321","17940017503.4113","19826187339.8477","21422503768.7883","20655833174.4287","19773742395.9417","20130288702.1307","23212668076.7005","23065300961.4332","24989773783.4664","29205556743.5228","32196001789.6362","37738169029.1483","39606041256.2139","48702983969.6203","49317006359.4969","52349315194.5692","62085510717.6319","60219586712.0664","65500688891.5725","72857547927.9009","81385557187.0613","96790132492.8204","121468164792.35","138946994044.735","169495699826.871","199254489583.473","239310668484.866","278703927871.928","268896949424.347","297693950268.141","334316100510.559","358090607644.807","376209838325.652","405776703036.82","405671621778.431","395600045944.532","434794144350.073","471852964401.767","491847037439.239","496467979944.475","562171796066.696","614038873825.146","",
"Lesotho","LSO","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","121702577.634139","137999999.88","165139999.8564","177444999.8457","212464605.568655","263214072.771147","290572149.781258","809851055.944558","883397048.825986","766484900.693328","581114886.059157","616682777.34987","950243061.903824","869488189.834785","879817033.568276","998588133.070648","1022332371.93952","1121339278.19444","1037070181.75007","1132746440.12545","1086080389.98874","930876742.253514","873843477.361819","631203783.446163","524887056.294594","477597130.98118","401257772.249889","388679066.319247","556865002.801642","627155112.409885","599357676.667103","613862804.468687","638151924.237823","575859232.290364","547926609.905956","610128813.5597","649334950.905017","554558344.01544","462916687.21205","406185190.130014","347824541.092329","455325751.620089","547030887.335774","572517944.763749","529052337.543171","449887369.491716","474467932.363896","533123769.502127","",
"Late-demographic dividend","LTE","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","26000000","22065559.39","22799909.59","29803249.36","36079200.74","671823224.98","985532627.798","1105516290.012","1493531029.674","1871300003.168","2365096673.852","2615389511.963","3147739110.293","3289112642.6204","3140085659.572","3150152822.685","4055083107.3516","4494347559.739","4353909615.0845","4421434745.91","6151785300.751","7184079149.486","7833910768.392","7895651956.8861","15228712777.7778","12393081144.5574","13607594297.576","16057231865.9232","12054496174.6248","13146735532.3862","16678156791.8536","19272807373.9695","26156078336.0733","35480614418.8576","46362156008.3576","50936864339.561","60242228144.6954","79188048369.5295","91342771039.0909","85231391110.3873","90785747187.39","101127619066.613","101227023486.55","113114276631.631","128120972060.767","123426737890.79","117473736911.608","126696504369.559","128424511306.633","127150822291.524","126333024106.382","143828353507.184","145481068877.991","",
"Lithuania","LTU","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34529.8834","743072.0925","1095000","2575000","2927500","3425000","2995000","49942500","79150000","109248045.560632","114833998.250692","577492856.218616","745271334.529019","994408039.505787","1433095298.45019","1565309357.23937","1239844220.62711","1673160028.67821","1955415493.73625","1507182354.29962","2059903380.92753","2113240954.13685","1372817412.18963","1279932371.67245","1302553153.70638","1386978491.32509","1303940311.17964","790579509.407221","778077399.768398","735947566.274894","",
"Luxembourg","LUX","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","729768310.5","710613403.3","649018920.9","656584228.5","651565786.914857","578526380.888535","576637535.90273","827567939.03201","1046961818.87196","1178139806.67344","1188806929.25739","1293535584.22105","1479294564.54907","1661639088.35709","1676276506.90136","1669576588.11836","1810620150.68357","1717898508.05782","1921579735.11739","1888091667.77205","1675230437.884","1739875975.63376","1907535912.63716","2082891875.72318","2099004091.44558","2333412753.38301","2425375156.91202","2222825128.21257","",
"Latvia","LVA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40771000","45709000","49400000","48600000","252175940.912601","273692698.822054","112559795.755365","157503054.341659","218566190.584416","379053687.812052","480130050.063807","550487314.653376","1920429181.47452","1586661134.03813","1257366064.50216","1505693369.41963","1498595197.67679","1604442120.94207","1553480634.46155","1335768739.25559","1234945490.06786","1274146124.40623","1237349320.48535","1142611838.12228","1088349705.22204","1317404608.00866","1294166204.93777","",
"Macao SAR, China","MAC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46620166.5539433","47740741.3694726","53334689.0206458","53150239.3434497","55465112.1882293","54385821.9267613","51598913.4375615","48381809.2700582","46853508.7487518","48292669.4739577","46907064.121934","48659083.0547161","36864800.2918195","39527609.1740175","27588639.7723445","34553804.6818085","42116218.0957633","55002381.9227223","65768944.564549","73900166.6379001","83373791.7881061","",
"St. Martin (French part)","MAF","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","533005981.4","547143920.9","589561645.5","763199218.8","948415710.4","1053942871","1013863098","849573425.3","916988281.3","873726684.6","972522277.8","1399646484","1588903320","1304641724","1336566040","2006347290","1990340576","2170446289","1959089111","1827395508","1969500647.08401","2165473712.6724","1892809709.27865","2010637641.59177","1938105631.44868","2160962378.14278","3260920244.44892","2877152600.81515","3613916567.1919","4220836008.11524","4589226819.79731","5451371054.8234","6730472440.80241","6894287729.1636","6269117560.51746","6422541530.26634","7256310891.67544","6507905288.19902","6881699960.00074","7788695018.11779","6903543638.09132","6383473883.82103","6823002118.11193","6919419947.6764","6962578453.17234","7414138465.63963","10906279156.3172","11168172545.0827","",
"Monaco","MCO","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020000","87080000","114320000","122170000","110410000","177580000","242210000","322590000","484020000","701370000","915080000","1175820000","1491260000","1888020000","1352350000","1752830000","1813110000","1986440000","2191540000","2075920000","1540120000","1467220000","1637870000","1837930000","1909910000","1876620000","2119330000","2037840000","",
"Madagascar","MDG","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","415448.457","466609.2396","711447.1793","325628.4893","398838.9373","47009.971","378646.7016","220807.0755","114372.0374","116157.7329","5636074.543","4573740.005","5869821.548","4648277.283","4029545.307","9741570.473","7870713.234","13130938.53","15214864.73","13543858.53","12743958.47","9102989.43610931","6241918.029376","12184519.9501134","11462127.2289384","11621994.7404228","11270072.5540781","10871296.0869891","29323596.1441193","16231547.7","11506654.2","101672956.266869","150260189.029423","254488696.945114","313991941.099283","283721276.649106","455825544.213646","335015246.964639","330495619.941639","357754330.944225","344438244.030645","326844541.396424","299204626.141945","342776977.918857","425502225.716378","407676204.197602","495356527.446368","439712454.828004","385290310.633864","",
"Maldives","MDV","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","2500000","2500000","1750000","1000000","1000000","1200000.048","1399999.976","1700000.048","1799999.952","1600000.024","1299999.952","2173581.839","2365779.02","2707756.11","2452076.46","2450000","2196854.87","2196854.87","1823118.75","2012192.12","2012192.12","2900092.28","2257250","2800000","7934160.76054405","6265651.33265537","4510691.34711864","3159198.48033898","2997538.93949152","3147415.8864661","3304786.6807894","3470026.01482887","3643527.31557032","3825703.68134883","4016988.86541627","4217838.30868709","4428730.22412144","4650166.73532751","4882675.07209389","5126808.82569858","",
"Middle East & North Africa","MEA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","283000000","396177015.3","455540775.3","467262161.25","425501348.49","1088507453.82","1459498691.56","2738463787.01","4556454875.99","5760714267.49","6532629138.83","6071648223.85","6024183219.56","7159234573.57","7373492457.65","6427408061.33","6651974353.12","8109344383.42","7838672004.86","7374614318.97","10484481097.87","11826037401.05","15046543035.04","14486970846.05","13089742675.02","12084970280.8519","11300645845.6836","11679147592.9525","12060903899.622","11659061294.0208","11572043873.9361","13002645271.1425","15890541148.8454","20434850812.8272","23590599907.2041","22482131322.4703","24293318768.8234","29250362021.9506","33085181644.0937","31026790106.0094","37038923610.9157","38834194772.1803","46112578003.4492","47620026471.2108","53567555144.9632","50172265993.9462","49602085995.3097","56295200948.7161","57142684490.2951","59290308298.4135","61755958990.1591","70527217645.9515","67160184554.4533","",
"Mexico","MEX","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","177000000","1039000000","1220000000","1226000000","1391000000","1561000000","1616000000","1771000000","1985000000","2439000000","2793000000","3098000000","3030000000","3700000000","3979000000","4121819824","4368120000","4949000000","5545800000","6501246000","6648625182","7524742980","10146263000","11029448100","16653686411","19861747959","22741840918","26542811527","26879863159","26041489177","22075734996","22080259154","23445660523","23208649190","23188811955","24802081325","26233171803","28690957406","32270507679","35768416627","39021789685","42878274907","54130298399","61099973682","",
"Marshall Islands","MHL","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23743313.9900817","25993301.223901","25141959.5247458","23064845.2796527","23586551.1564815","22214933.5466879","22145271.4091364","23236798.1981352","24555434.9056674","26081549.2956674","27340028.91","28340028.91","30450053","31450053","32450053","33450053","34450053","8350053","",
"Middle income","MIC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","284759994.509","315897541.1746","348440035.399","376562895.062","1856995939.5399","3218261027.48364","4234913193.4848","6771398820.06519","8996008154.60138","11594259604.2461","16303252898.3857","16815319612.0492","19018230262.8074","20486694781.2307","19835683279.2496","18883489743.7882","19321745009.0326","22366087841.1952","22098065781.5365","23782193797.3654","26885876212.5905","30470955482.2141","35674655529.8573","37772320620.8122","46687828050.065","47195570827.9677","50335366388.8531","59963166409.8539","57799978062.8111","62856945328.6576","70194411093.6162","78508350033.2628","93460590502.3174","117146311122.586","134254645288.737","165392528565.618","194760703767.592","233769970430.707","271553275147.429","262170459185.316","289189634927.974","326575007577.839","348471814000.454","365959831287.472","394678270753.885","395265086580.768","385292527198.168","423721552333.713","457464187460.11","476664592582.374","481814822942.474","546495997137.51","597451172083.128","",
"North Macedonia","MKD","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67780000","77690000","63237639","76537013","80920990","73439228","105902711","173661464","213016054","226568479","266556404","345010224","406625951","381153563","387931157","434124447","394153574","376068216.9","383353307","326901603","316287234","344938882","379189933","354625082","470083749","489643851","456559571","",
"Mali","MLI","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","23307043.08","17744260.79","26497917.18","44315269.47","54061260.22","59399974.82","47657344.82","39408866.88","36476615.91","32497501.37","66998626.71","68436607.36","88175628.66","73225212.1","75954139.71","106917976.4","93014381.41","116550643.9","125616882.3","103187164.3","112110941.548004","110719833.683181","91724874.6223142","84462836.0284946","86308388.6924512","73163954.8545947","88167264.5797696","137653692.706477","153798953.420543","155463489.680968","177256553.18265","212030181.372183","344376072.21803","432735385.808445","455566651.299885","473206780.830655","785135446.147004","827417011.957934","894763366.194044","921490603.724099","816930232.686645","827242532.87385","885444663.073199","1022573591.76964","971700936.136416","997137083.775438","1131458579.74862","1056923857.21495","",
"Malta","MLT","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","18177015.3","17820796.97","19522953.03","18677930.83","21830467.22","32224994.66","36229381.56","26467153.55","28733226.78","35029144.29","28187164.31","39306793.21","42779594.42","36873622.89","34743316.65","45802402.5","46021369.93","51684013.37","70015853.88","58211399.08","42017990.11","30490085.6","25454542.16","23547245.03","15190289.2349044","13121567.3102585","9111576.98391652","13097150.3833185","20135248.6017701","17497061.3431313","12930129.4156126","21201644.6945299","25794804.037383","319219551.908666","222082588.835843","208795974.103382","229286698.436007","264462405.60039","259902916.946395","229566340.672971","227124909.986339","200108441.489539","245878450.107811","252779864.011929","274400266.635686","251428716.529282","269545190.671375","277412663.325204","245293469.265106","259358516.769493","269481041.291715","225994472.308482","",
"Myanmar","MMR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","5972804.546","6836565.018","9275733.948","5970436.096","1552868.009","279829.0849","28537929.53","41800518.04","80575032.9230049","122450105.270511","147205581.007985","135822962.755218","135053917.971651","102152604.79581","116158175.616502","105385646.322992","84412131.6914657","116573115.83633","129488927.894728","115168164.055078","81009057.8890696","54744020.1698431","54472032.2248621","114854849.288762","127075981.133091","274616061.700335","1643883378.07428","1807677675.0137","1933727555.49391","2254714796.43757","2452869388.04774","2673495005.35447","2553189788.15473","2671564197.66884","1282095273.68297","1260825013.02677","",
"Middle East & North Africa (excluding high income)","MNA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","211000000","238000000","247719978.33","269739208.22","276823417.66","965676986.6","1355273696.9","2596234405.45","4307035781.9","5364265350.1","6041857665.9","5471128356.9","5661148528.7","6830427063.2","7040190612.1","6139836211.5","6118203063.3","7410711334.4","7205976288","6481886749.4","9575357970.9","10868207719.65","13816841294.95","13159204551.4","11424883677.5","11852868287.345","11090924278.3733","11430836015.9686","11874306749.2387","11425726045.419","11333146812.593","12755103438.2159","15663727800.6398","20198844305.2788","22934668651.7844","21750270363.4567","23451111091.2089","28278896953.3369","31937120868.3156","30006475485.552","35957557452.7872","37150462995.4635","44136727285.7158","45722942912.8202","51640993686.4557","48238965817.1813","47648319757.2855","54015770201.665","54974996100.7644","57116225065.9389","59448469875.0219","67028264454.0045","64289264843.599","",
"Montenegro","MNE","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","196425072.407464","298104236.132868","303165047.741889","415967090.446819","509607732.220525","507500921.443477","545308440.053599","543354188.552657","469734652.334568","480844129.101267","522997313.491039","588907941.567451","584315521.917428","600703223.755135","792208806.485596","830145183.727087","",
"Mongolia","MNG","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5500000","7873673.73713044","1101304.34782609","26684782.6086956","68695859.2550305","79355447.0978752","202508011.372653","176948504.051605","155191920.280668","178029700","224595247.178827","199618694.316196","266242560.547642","249642620.819919","323836415.058263","257134721.743118","255121827.019504","260910769.826183","259876359.186202","273364998.118359","440554140.269688","560930420.374501","548833335.411408","471162099.435259","399224608.067344","",
"Northern Mariana Islands","MNP","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","53400001.53","64500000","63500000","75199996.95","57000000","40799999.24","50000000","58000000","71599998.47","71300003.05","70400001.53","55599998.47","58000000","59599998.47","54799999.24","59099998.47","61000000","63599998.47","46299999.24","38000000","36799999.24","41817001.34","52554813.39","69478279.11","57518516.54","58891885.4418847","80032492.16","99385835.74","115743972.100213","111125263.22","115777234.51","129669769.55","174107424.238","152410998.675332","155464965.93","142879136.459263","93372689.548241","257936772.461252","296070198.903315","299567589.191752","348813813.343005","453972065.822953","303069632.46634","",
"Mauritania","MRT","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","440791.8155","422013.551","307104.528","563227.7131","2353325.605","5575631.142","3706323.862","2317981.958","1222367.525","956062.9129","791334.2118","1855462.193","6700205.326","9300986.29","4780195.236","13708147.05","11739461.9","50134010.31","2268102.407","4895812.035","5448170.45761037","4365199.85910873","2693388.35718676","2207179.52345792","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","77170265.8334297","60391856.6609151","64458913.6407564","168665175.560508","13175224.8223905","109289566.242757","",
"Mauritius","MUS","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118000000","132000000","160000000","168000000","180000000","178000000","177000000","615851.281321729","633981.312605333","573714.311614763","729710.022019936","609194.496202642","728800.694863442","703594.969659413","633706.427620866","660462.957147867","814358.909237384","518994.669072475","861942.599941731","552880.102738492","327038003.840485","223577781.357291","194066629.081208","250243134.926374","244621262.470942","318511666.223381","284728298.412929","272474595.808307","273838051.54573","",
"Malawi","MWI","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","766905.8442","523432.034803867","647354.187443113","744944.638451002","746886.715295286","746883.914742791","746886.210153826","746885.969847193","843693.591438662","13912158.8000891","18321016.4009197","22531879.4932516","14789977.6869082","21013521.9620242","16674296.9648808","16656710.0742612","21767663.6228217","25320230.6859264","28303298.9931756","34132322.30587","38487169.2417952","41493977.0380251","39053133.1253821","78880384.2345767","181067327.48283","280913154.558341","231650864.507432","318635670.624362","264337125.032351","",
"Malaysia","MYS","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","4177487.373","3934568.167","4062921.047","4317711.83","4569461.346","","","","","","","","48816528.32","99664604.19","138804718","185221130.4","130178665.2","153098281.9","175595687.9","119271873.5","115796006.036033","164153195.075007","194441070.788517","189584328.714763","322894736.842105","342368421.052632","367105263.157895","435000000","571052631.578947","801868421.052632","1116972560.32095","1365476253.08673","1556236305.16812","1329070849.75759","1130872358.13318","1102925378.35443","1211496095.71246","1293805738.45028","1423370251.95251","1579517557.43041","1643720838.27636","1603918551.47574","1648944928.4616","1685578502.03885","1597353741.92284","1426684074.92525","1552334622.98838","1619576050.45209","",
"North America","NAC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","200000000","220000000","230000000","80000000","80000000","80000000","80000000","80000000","80000000","908000000","994000000","995000000","1020000000","1170000000","1300000000","1796000000","1820000000","1943000000","2665450124.19658","2738614596.99196","2762323809.92889","2932453434.25793","4903130051.1186","4949559608.30099","5124188719.32973","5205318060.39028","5344291476.85486","5561662792.75792","5728656853.33604","7336181997.21255","7846617833.75936","8054192064.30138","8282511676.77939","8390573550.91499","8506636419.18986","8748376016.8117","9174425003.94691","9189987399.12415","9297646939.63848","9065268190.16921","9121140785.36866","9683323618.18409","9908011767.20072","9222933366.42749","9638110825.75971","10094435510.4839","",
"Namibia","NAM","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13450206.76","13797774.31","15708196.64","14536033.63","14898057.94","15604817.6428179","13513673.2904728","13303062.0552761","11215053.0129828","9901885.80460058","9161114.18078652","8454651.75410639","7555142.47621051","11791151.9816061","14594461.8082208","17498634.6327054","16442777.0484392","15682090.9432008","13563415.9682696","76511274.5893722","69207299.2302732","78755190.5167114","80114673.1338055","64103034.9519807","80721935.1055502","46673693.3503089","66479264.6968217","48292447.4746354","53670691.329037","65593517.2338819","64026883.0532919","46483320.8726388","53838027.593387","",
"New Caledonia","NCL","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","332715289.278755","448435822.908968","492708151.547069","512232802.121935","537060365.599102","491186423.970963","544222382.88382","509350010.543327","491844506.75841","594238509.890133","715008459.960461","724233290.883171","720847485.600825","612898777.615136","621061715.841089","621061715.841089","621061715.841089","621061715.841089","621061715.841089","621061715.841089","621061715.841089","",
