"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Europe & Central Asia (excluding high income)","ECA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","1426000000","1312000000","982000000","982000000","983000000","1694000000","2071000000","2490000000","2140000000","1513000000","1807000000","1714000000","1634000000","2021000000","1776000000","3063000000","3246000000","2819000000","3159800000","3253184999.973","7498501999.98","4141412998.5","4655948000.05","5547282400.099","9001799886.65662","8150356550.53607","8603576999.53147","8631353476.79571","8852963862.23664","9531632469.00319","13434212635.6518","18144993157.0436","21999228226.5304","32767854771.4387","40971651002.24","35293115808.1972","37813165428.5556","44160824221.4555","46565321290.9444","51264529132.9819","49865429670.2419","42263189428.1647","43183863313.4692","52278100722.8521","59019206779.9336","62103838478.058","57775476198.8232","66696370946.732","74869748144.9855","",
"Europe & Central Asia","ECS","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","1387801445.922","1816536157.14","2109157583.39","2211065182.06","3446953880.05","7629769589.868","7796786377.042","10447382278.188","13060027637.002","16399054065.918","19146456213.59","17825550973.575","17132685337.3869","15275356623.142","14903811795.881","14841197253.835","18836664813.335","23867193762.91","26496697546.52","28925257787.07","34462181487.79","34372087317.89","36849183949.65","35571052037.7464","40061507744.3255","39009280906.6861","39615952714.4339","44323526108.1137","48497797916.3937","45045262346.852","44665722889.1349","45854710228.981","50108864668.033","60396287343.5378","73410118035.7177","84929600708.3894","96535568725.9762","122235343344.927","143681430545.556","132488332303.015","134024129041.956","150316161784.474","149965770676.056","168428549645.526","171222687218.345","154638139470.084","155873102052.991","172214899874.166","185841329161.558","193889466625.772","185747509193.755","207375788462.997","213879986775.661","",
"Ecuador","ECU","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","3299999.952","","","","","","","","","","3000000","3000000","2000000","1000000","51000000","56000000","75000000","202919998.2","276230011","386120000","488960000","647720000","798720000","1089520000","1322301000","1420558146.51631","1438022869.2822","1633427047.615","1838041770.90395","2460000000","2933808811.42857","3341337813.39619","3088633129.31","2742436211.02","2599027038.68","2680596336.98567","2476225961.80543","2458803089.2207","2472449389.28992","2387555892.00259","2612078851.84205","2849068577.17312","3039078508.88019","3242684316.95308","3343696163.52993","4367441780.58814","4747980446.38852","",
"Egypt, Arab Rep.","EGY","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","927665100.1","1773296997","2213571533","2696000000","2180857178","2439142822","3665857178","3962714355","3211714355","2506142822","3604285645","3769571533","3293454590","4283500000","4054000000","6104000000","5664000000","3672000000","3226000000","3107000000","3697000000","3370000000","3235300000","2852000000","2911400000","2893100000","2960900000","3340700000","5017300000","5329500000","7655800000","8694000000","7149600000","12453100000","14324300000","19236400000","17833100000","19570400000","18325400000","18590400000","24737400000","25515700000","26781400000","29602900000","31487000000","28332800000","",
"Euro area","EMU","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","1382002338.37","1823007922.65","2114379734.2","2214559742.3","2019358915.07","6305354987.58","6795426643.1","8967569553.85","11448118016.04","14020031758.26","16332658186.61","14725027099.76","14397031440.24","13125888686.9","12507541584.64","12529510177.71","16460083070.55","19496124027.73","22055085327.87","23194772843.69","27879097754.75","28072249862.42","29691745056.03","28249217232.6734","27368177878.5255","29351384673.8797","29153310430.369","32706617734.652","33363146313.594","26767076326.0596","25490610617.5797","26242897712.7492","29385214291.3804","36195346986.8451","41150097795.6626","43929842251.1367","48049199256.9804","57849168861.7872","69700256994.0321","68082697436.5643","69326718912.5672","77373815447.404","75264384430.1725","82115303693.2103","84930373565.2656","77839383529.8251","77447528092.1648","82728607404.6649","87716400641.5315","91387979836.6819","90075072101.2235","99216720194.3305","97994533206.5609","",
"Eritrea","ERI","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2682189.74292793","3634005.48876801","3284750.85910653","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Spain","ESP","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","1403779907","1380182007","1463044434","1734471313","1895898438","2187928955","1815784424","1581557617","1348032104","1226743164","1234490723","1433077271","1583675903","1790329712","1861106934","2185527832","2136283691","2636531738","2321499512","2631302246","2763616489.64043","2925151760.08551","2899429893.85076","3253445179.28332","635029159.503852","648649651.96857","699655911.694239","745323091.173252","900329952.848981","1011285262.95094","1135292901.67169","1281555330.96262","1676469544.33156","1840374492.65947","1524558688.72574","1595954495.38239","1714254523.01135","2093910956.12592","3035756690.39567","3130366132.56346","2673407398.90466","2632183874.91622","3004745214.02338","3331709084.39561","3206846641.96425","3063400972.64945","3949650833.18905","4277248700.85229","",
"Estonia","EST","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2905014.753","1283825.09832797","1684442.02096036","1737374.15666674","2644205.9931762","2314638.97708072","4052634.24742114","11020698.078229","19148980.4054451","51207275.0953853","166878296.145532","254609795.001366","392138800.936625","381282757.248446","416329238.376316","340051323.524627","357084044.165656","438650597.669985","460675591.639287","564796469.369822","543923581.651102","457282652.455696","486482638.423944","505091283.786081","570404476.883315","541915243.762818","506846948.616148","589900330.984054","470072639.831333","",
"Ethiopia","ETH","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","4444444.656","7149758.339","8695652.008","12222222.33","10483091.35","10193236.35","11014492.99","11497584.34","14202898.98","13574879.65","8550724.983","11304347.99","6473430.157","5217391.491","9758454.323","15019130.71","18379999.16","24625669.48","27359669.4433314","16012210.3622882","9232460.37342668","27313236.4706561","33729646.6109497","53158882.3789732","18313718.1709493","32986894.4223657","46470192.4649014","133742806.235814","173519405.683879","172153313.961754","357838224.989752","386696265.842837","261601951.495537","436143876.305004","538339894.672104","624360669.898232","833031317.03511","1796377786.73295","1086986751.24654","772235946.595019","393379170.003451","436325463.090782","479624165.264604","404088319.891243","447647084.052728","510201215.39532","",
"European Union","EUU","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","1387801445.922","1834713172.44","2126978380.36","2230588135.09","2039631810.88","6331545403.92","6836810817.45","9028074692.25","11496805928.03","14066619244.53","16398645979.58","14792673698.58","14397167733.2489","13150424222.71","12530021946.58","12552853296.38","16478518178.73","19594307400.23","22159414345.47","23322039185.89","28031602439.15","28279194930.82","30388186920.03","29298589867.6734","29187753043.3255","31735748570.0066","31860658604.0837","35648931029.897","36562773158.7195","29920128531.3353","29719401978.5527","31573494344.4491","35556406606.8222","44902017891.3302","53809096257.7751","60201625398.7116","67862508719.9961","82202507282.501","95741392834.7545","90598051851.688","89365489768.9485","99077075847.2093","96604826159.0595","110678083137.709","114815253597.448","105639425273.159","106538792334.958","114520032856.47","121571480337.601","126611054752.167","123238276733.756","135226016926.511","133229252054.502","",
"Fragile and conflict affected situations","FCS","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","17899999.62","22579916","22540000.92","61891856.672","137969344.139","163734905.244","353992817.489796","947889502.411076","1377328812.96202","1567005342.2791","1323664944.32421","974902624.046593","1087775688.64574","939289410.019401","1001794756.39551","928118888.886476","979539497.866375","1112092869.95973","1371374332.29609","2348301670.85195","1797672095.7998","2161549354.35284","2696502197.73333","2668818007.39622","3010064965.43301","2946993401.53666","3490065446.56043","4397899791.98726","5377393934.79672","5790277498.94507","6048749546.99996","9296357133.30978","12642527484.5922","16169235136.1312","28599690757.8069","32016499570.0676","36754170244.6111","42561000437.159","42281322646.34","45264112742.2483","47509158733.1327","50452863382.8825","54976943393.3775","54150785033.6838","56181056074.477","56618915329.5459","61933930372.098","70606775949.7298","71271266230.1973","63319540874.4095","70766507530.505","71851154956.0783","",
"Finland","FIN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","18514945.98","23807750.7","46703990.94","65478401.18","91440734.86","106253776.6","95759994.51","107548988.3","97178131.1","49415206.91","50871543.88","74044212.34","77741462.71","105305137.6","70851074.22","62883602.14","101185310.4","103113151.6","77051124.57","66893753.05","74258863.4748787","145460570.56626","235253974.281213","375411975.73708","443613008.719749","472728415.184529","490718039.670651","477152547.367382","526381939.256486","666913866.793652","692277075.821046","714798889.163735","805950014.963268","959188912.040189","865768666.007242","893815226.240978","756066320.344963","862122979.632129","1073207238.90387","1068529689.12229","865419880.708975","860964517.47309","908303115.941151","841053346.465202","841961779.328994","598130660.990562","667355299.134199","594148071.793833","",
"Fiji","FJI","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","3589619.16","4890186.787","9302308.083","8086236","7984107.971","10613370.9","27653663.64","29747564.32","27012722.02","22653249.74","22988763.81","21945989.61","19179191.59","22688095.09","26138704.3","29642278.67","32709172.7897607","33349960.80667","34633833.7922316","25870529.9096544","23202386.2410357","43301333.1093052","77584872.3115981","99401919.4141246","123678440.647543","172645209.913264","203312108.144442","204579736.184735","183212478.678858","146677339.874132","171057209.50972","175631133.068789","160556654.461292","190607858.301268","203570068.858917","220967734.417278","252357499.976782","272362581.415721","278737964.141094","290061565.17025","286567812.122624","317155615.856279","393635198.843453","458827402.287967","",
"France","FRA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","627961975.1","653017089.8","1260706177","1582122070","1921343018","1440365112","1278299805","1337885498","1278938721","1262145020","1393456177","2020921875","2472511475","3418352783","3223879883","4034759033","4619512695","5213012695","5031930664","3953913330","4434302326.07776","4334903528.13921","9741087205.45888","10021054778.4816","9446332526.92819","8869551606.78845","9194240138.20756","10599319442.2809","12231755970.6852","13342614137.6264","14205076472.6077","15535237652.181","17586416269.2864","20085696122.6065","19665370193.7897","19898258274.1311","22942280254.4202","22666366758.9422","24412282153.0687","25358374728.2402","24066989837.0934","24042348847.3563","24884547855.8663","26229274711.1969","30024725081.0684","28752097584.2495","32831828607.8211","33927902318.535","",
"Faroe Islands","FRO","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48480000","50040000","42970000","39040000","39750000","44380000","49217894.7981909","80282305.108049","89055616.1502904","109177969.375558","136569580.136731","138741437.375089","146392824.275992","158411749.981598","158411749.981598","158411749.981598","158411749.981598","158411749.981598","158411749.981598","158411749.981598","158411749.981598","158411749.981598","158411749.981598","158411749.981598","158411749.981598","",
"Micronesia, Fed. Sts.","FSM","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","17349600","18066700","19428000","20803300","22046600","23338700","23338700","23338700","23338700","23338700","23338700","23338700","23338700","23338700","",
"Gabon","GAB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","88630.5347","94019.5844","47330.6552","184005.2009","60863.1149","288663.8641","91542.2589","133552.0744","231009.6323","299464.4046","134296.5961","156735.7332","875882.3872","1595029.116","2314175.844","3033322.573","3752469.063","4471615.82443076","5727663.14185844","6145602.57896858","5563166.58663669","4247204.29865939","6050763.423885","5363974.6917477","2846533.11163557","5989329.18128731","6852364.36149356","11028154.17189","0","14409511.0508501","20654067.5553656","13846230.0325314","38428998.663363","21792198.4497528","22586458.5623401","16527000.6094923","29467150.8528989","18458042.2530413","18458042.2530413","18458042.2530413","18458042.2530413","18458042.2530413","18458042.2530413","18458042.2530413","18458042.2530413","",
"United Kingdom","GBR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","1369103027","1626415283","1684590454","2099054688","2089116943","2033339478","1768091675","1968876343","1399144400.51539","1421446437.68821","1648877894.95081","1391991978.70625","5446983600.88171","5074369392.69564","4955597475.92235","5235071152.58192","5688562224.58421","5938297738.73991","6045166080.36334","6105706285.5089","6556335761.43157","5995100746.38227","5242981856.72861","4951404772.71065","5099003470.8598","4944716072.76902","4804502413.00234","4937268134.60798","5003393485.69908","4582283766.62527","4308885979.70367","4389713567.2519","4214814558.37469","3248094193.68002","3460123983.88444","3965082580.93159","",
"Georgia","GEO","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284000000","372900000","360800000","205929892.36","218638753.66","226328929.33","248453695.34","358590135.45","446005398.63","627348779.5","883065425.97","1065021296.03","1111619713.19","1183935749.72","1547274439.9","1770115175.34","1945284852.34","1986474923.63","1458741311.21","1520785231.49","1793945160.51","2034288455.75","2258211424.72","2109658756.8","2643926171.81","3853688888.98","",
"Ghana","GHA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","1272740.006","899999.9762","1399999.976","1500000","500000","4699999.809","4199999.809","600000.0238","699999.9881","6000000","6000000","6000000","6199999.809","7300000.191","10100000.38","15699999.81","17209600","27500000","26000000","29500000","30700000","32396800","45909120","43520000","65100096","82371200","99184576","105253248","117363712","126104704","114455680","135852160","2134638607.37","2155495000","1863990000","2007831480.11","4982442361.78624","2979934204.38383","3536410000","3520566623.36832","4053694728.81049","4291956800.55747","4167753823.84541","4632532969.45173","",
"Gibraltar","GIB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","70000.0003","70000.0003","26709999.08","22340000.15","17969999.31","13600000.38","9229999.542","4860000.134","490000.0095","740000","1072000","1480000","4980000","6015879","1166455.04759399","8715870.25803118","15190000","111046017.147184","41640000","41570000","29500000","15070000","61520000","52030000","46260000","64500000","66300000","93010000","121425853.218437","130582308.432555","52170780.8592338","44660000","28430000","158130000","22530000","343910000","527275700","",
"Gambia, The","GMB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","345200.3598","492476.2845","390921.8907","289367.497","187813.1032","701136.1122","","","","","","","","","","","","","","","","","","","","54069839.2743908","60748749.1709703","59304087.5437293","63773517.3418823","55662540.3698083","64811558.9717228","79801153.1264916","115699060.997021","91358953.7745977","106349453.092419","109829221.95462","137771209.405021","154062367.652957","145678794.701272","160167345.280047","212034736.09746","275825107.455024","416418880.667872","547051423.801967","501844380.374608","",
"Guinea-Bissau","GNB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500000","1200000.048","1000000","1166666.627","1333333.373","1500000","1666666.627","1833333.373","2000000","2000000","4007030.487","6014061.451","8021091.461","10028122.573509","17631575.3068999","23126277.9447523","27699073.9507556","19898832.076355","25519702.4283581","43030269.3488181","49460552.2493049","48850413.8199777","45890277.9656637","52110120.3618565","45635184.4233283","63787684.4209846","92419676.4989074","84952813.9980524","56431260","105179557.532654","127983532.751295","151185244.870505","174938409.22271","206107624.241305","206107624.241305","",
"Equatorial Guinea","GNQ","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1318514.585","912399.9476","506285.2502","100170.605385994","164206.042292187","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","805000000","940000000","989000000","1181000000","1119000000","1169000000","1140000000","964000000","945000000","807000000","967000000","1407000000","1737000000","1387000000","1817000000","2173000000","2531000000","2655000000","2886000000","3286000000","3079000000","3062000000","2673050049","2284100000","2193819905.93717","2014591008.5579","1660397779.58459","1565054104.28351","1242683995.0922","1219664383.6797","1543110071.1647","2483241140.54474","2686826465.03647","2022132944.21384","1498782297.44565","1186959012.16992","680981913.33544","804714812.674238","734925603.08843","509336316.242094","417164366.413","400870186.190082","489699591.408583","676327504.794212","611381979.592984","688866261.623507","600581231.936084","",
"Grenada","GRD","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","16777778.63","22333333.97","23518518.45","16851852.42","17974073.41","8277777.672","8596296.31","18359258.65","26159259.8","19851851.8518519","20959259.2592593","21522222.2222222","22062962.9629629","23151851.8518518","24233333.3333333","24311111.1111111","24755555.5555555","25278348.1481481","48111111.1111111","34107417.54589","35226335.2005527","36298470.2513747","36738381.2101587","35344463.8988797","36403038.8146519","37072676.160894","38009918.8093439","38532669.0841795","40912702.4655556","43354715.4222222","45070131.1048148","47272753.03","47993599.7945034","63365362.2953786","70430714.6678333","62096090.6633518","70247937.1682833","",
"Greenland","GRL","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","14000000","21600000.38","23600000.38","26200000.76","24500000","10699999.81","3900000.095","3400000.095","1000000","699999.9881","100000.0015","45700000.76","85000000","118699996.9","178899993.9","230600006.1","240800003.1","284500000","357500000","375400000","408000000","456500000","465600000","596200000","633753628.54","1600192056.56","2146959900","2627500000","3066600000","3700100000","4236200000","4425646820","4002155020","4224679960","4533048950","4965274170","5303727620","5751442990","6481896460","7362674020","8393882100","9437674500","10655601360","11405439200","15407572610","18204553280","",
"Guam","GUM","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","2299999.952","1166666.627","2609894.991","","","","","","","","1019999.981","1210000.038","1340000.033","1700000.048","14600000","15000000","14000000","20500000","27300000","22300000","51000000","99300000","153009000","201289000","218076000","278496000","273896014.29","262065845.88","367805406.291253","412200000","469258405.522633","328152658.498687","329658104.853318","302773517.626441","269173992.919861","322340617.546773","333692746.046296","380358400.968644","429124005.894185","547871142.789224","525031835.043942","",
"High income","HIC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","1644521483.817","2155367565.17","2658606068.735","2851601020.619","2648670927.767","6896448115.783","7409949936.606","10585919012.375","13486539349.729","16451276696.054","19317665582.8361","17975166968.539","17588604486.7219","16567357378.174","15990013667.381","16030460399.934","21871506878.6026","27543224868.114","31389924581.8435","33124622840.87","39030447143.151","40305529712.12","42934326734.954","41279015112.1925","42794935841.3363","44514404805.6834","44547146632.7155","48055378223.8785","49283978723.9093","48114000022.4038","47670841730.7881","49548939500.1135","54986938714.5537","65742936245.8811","76048667754.8513","82712932112.2214","92443669102.146","109135403715.401","125296015241.62","118436424017.733","118192004938.286","131273212201.769","129524165286.513","143433385221.738","149366018343.346","139405884305.578","139872364368.676","148148753425.428","155846064602.749","161116147484.477","156762770880.155","172186353719.019","170704357094.554","",
"Hong Kong SAR, China","HKG","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153640902.048545","130454560.120602","135538206.510579","152845007.823522","120529560.770874","119691117.92926","239856567.542055","296761189.341991","294033632.386512","316866690.062737","355347245.020959","347792446.946271","339569368.877098","351638509.254505","366815267.282392","360237541.426858","372449060.135887","386750552.610119","399492889.185887","436898438.64628","424573814.619567","451246722.143142","426572579.596946","453090876.703472","418510210.064583","",
"Honduras","HND","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","800000.0119","750000","850000.0238","1049999.952","1250000","1500000","1600000.024","1750000","1500000","1799999.952","1950000.048","2099999.905","2099999.905","33700000.76","41799999.24","48599998.47","62900001.53","82599998.47","112000000","63799999.24","89000000","124000000","157300000","190000000","225000000","328300000","474498240","610441530","801398970","865389050.8","1169104060","1805194920.10638","2358468900","2613644662.5","2821344123.18502","2477339131.41952","2617906839.39025","2810592535.70634","2920369783.01134","3098239341.9432","3369514366.552","3666201326.86746","3863739159.11759","4322761613.52253","4776545983.26965","5401465664.93251","5588646520.67925","7203426672.83017","8485378379.70857","",
"Heavily indebted poor countries (HIPC)","HPC","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","17899999.62","22579916","22540000.92","83123534.7699","200435029.9501","248734344.6632","329723044.5403","441087784.6023","618867603.9558","957524857.6136","1021521644.4405","661016622.0354","811262011.4706","746846613.644","810563136.8969","827797372.0151","916140344.8877","1075145398.5535","1275132822.9957","866832120.5627","838074883.6921","1095631046.701","931690899.1907","931406176.4848","1355983221.36237","1299934014.56172","1563293076.51831","2304311086.76611","2859558589.97458","3235545128.52799","3743292761.37636","4562464326.09567","5587706800.56681","6748466334.03263","7399212472.68255","9060600052.4428","11194526353.8725","13305753804.9808","12527615786.9828","14404617595.157","18305065967.3524","18627767893.3972","19544673718.0323","21453422766.1425","23888804173.6015","21840987633.3721","24442416160.7826","28968227346.4071","31351286334.9005","31806476668.5466","37081604650.2552","41659393950.6826","",
"Croatia","HRV","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230029007","375509002.7","544168000","649916898.398","593983461.619","601206510.82","528865690.175","817102738.716361","927871134.237622","1093044041.48834","1321491761.42459","1555554396.92403","1874468831.81768","1926149213.79519","2228813115.93466","2505307645.42936","2268827434.5239","2287050682.32973","2524036566.2532","2084700260.0308","2768772802.04369","2773391958.88181","2677257515.35628","3223057486.72174","3666978983.2896","4012037679.51466","4281829645.94151","4194813430.97808","5034694534.84848","5408182479.3696","",
"Haiti","HTI","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","17899999.62","22579916","22540000.92","21659982.68","59220001.22","74699996.95","75019996.64","76000000","84779998.78","106440002.4","126620002.7","97040000.92","89879997.25","90000000","95779998.78","105419998.2","113160003.7","124099998.5","122800003.1","","","","","","","","","327300000","422050000","578000000","623580000","675660000","811000000","931540000","986154000","1062869000","1222089000","1369753973.31507","1375546872","1473804720.89074","1551366394.17808","1612326050.46575","1780995273.91781","1977033926.32877","2195560227.13699","2227109372.28529","2419165423.80706","2735177966.7063","2695149513.65524","3257277839.54326","3994393882.96965","3797752749.14858","",
"Hungary","HUN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139944852.021823","155877496.349867","194460957.711815","191846209.84359","182829285.916463","363174029.703059","364256476.907213","443556552.581679","466993515.86166","632555108.131142","731503154.990474","858656344.518017","975984330.970335","1312202577.15272","1575172936.21853","1849914264.4589","2305025006.28759","3147775616.76847","4159619080.92855","4202893824.68091","3953857949.23209","4171221936.87676","4123722117.79782","4404806612.47124","4877675312.18143","3925360021.21383","3833363371.65367","3889572253.60984","",
"IBRD only","IBD","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","277499994.28","289943771.37","311392210","339420727.73","1795642870.894","2951650861.162","3458672010.508","5354387402.767","7036891022.6887","9278191849.3074","13014683900.4362","13315140199.6999","14343021991.2879","15289890680.0701","15273640682.6749","14493379526.4444","14782015565.8074","17447744110.4971","17468341975.5791","18958987913.4632","21881611030.2222","25814881022.516","30505227321.621","31873551113.868","40305915298.652","40976963318.6517","44342928729.6824","52596022975.6745","50664895826.7462","54496055785.8812","61086398240.2221","69218670719.4572","80177459802.6493","102050463805.382","115386725149.95","129500090023.887","151997864850.301","185151489892.451","212805795834.883","202006549987.917","221558863442.096","246085423892.58","259702693484.614","272625787731.508","294918288900.829","292857733415.137","285072580091.838","316366333752.406","340302271086.789","352403852961.803","356330649373.018","406762392739.305","444796434183.429","",
"IDA & IBRD total","IBT","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","284759994.509","315897541.1746","348440035.399","376562895.062","1901760340.2929","3309050168.42324","4323591317.2292","7122554712.24249","9978679980.40228","13002009993.2756","17770746835.9562","18009032156.4953","19912539856.1417","21510967100.3643","20740614754.9967","19883166946.2367","20258072113.2053","23397644763.6335","23298438396.7567","25277078984.2894","29563182682.5498","32473169866.3312","38041252408.6643","40191714876.0266","49984042504.9963","50894136421.0124","54130608462.7519","63907223716.125","62314722302.3521","67465299490.873","75784056250.2057","84599671809.8391","100491035650.197","126416068903.998","146815035275.83","181487865186.931","214267330312.115","257798325878.058","297661184119.732","284384876148.516","310831164903.835","348011280384.96","370766689868.016","394097454927.798","424432883627.243","424880973481.175","415776111896.874","455977237485.57","494820203109.595","514547548317.174","517934105816.091","586896684537.041","638198864600.515","",
"IDA total","IDA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","7260000.229","25953769.8046","37047825.399","37142167.332","106117469.3989","350594846.736239","859342558.4692","1658987724.9015","2815254576.15658","3577932019.28617","4684070345.98494","4626830844.87137","5488001198.32175","6136031977.16822","5386996294.48283","5284418334.24227","5352386175.34025","5770024863.9924","5601014745.28412","6034976138.99617","7329089123.5066","6387178772.93022","7239985289.01328","7739801899.4339","8405308319.66727","8341743040.89319","8020986464.88675","9504487741.95742","9568690885.32026","11025133105.6913","11798449687.6789","12193437221.4176","16670215026.3971","19522078508.512","23718139405.9723","40225574137.0576","47517347743.1098","54482362006.6433","66215428883.6968","67212276122.305","76562743747.0527","88706063234.4937","98922691068.5771","103979731045.335","111259102778.213","114322742899.922","111950160388.807","119458471710.99","133228982985.605","139982251894.553","140726870389.401","156166371337.575","170097290482.378","",
"IDA blend","IDB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","7260000.229","7260000.229","13859999.66","12539999.96","18479999.54","13199999.81","436914813.897","964574845.058796","1392797381.85758","1600425198.91872","2205749808.2822","2275626724.25061","2775504501.08079","3104224642.31564","2722863663.3265","2703890185.15171","2647729786.12118","2409736700.19718","2114931644.23283","2293155592.20719","2333913065.70326","1886343005.7856","1912133016.89994","2571328104.52413","2708987263.24002","2286876944.01514","1912124457.94984","3015911806.2155","2362087469.98389","3098394631.832","3258345788.01538","2954183941.97816","5124985245.45958","5505421121.80514","7123395924.75421","20952139544.4334","24683517423.8796","27042430622.531","31203318203.9798","31898148200.5932","35720374883.3639","41567350998.4572","44903198147.8807","45968513727.4063","49369322889.3654","49358929681.5545","49928331919.2356","53797899757.5892","58399190779.1188","60109356975.0704","56571611066.8656","68021163951.4501","75969462658.093","",
